Name,Jagged Mean,Jagged Std Dev,Jmax,Jmin,Jrange,Stanza Mean,Stanza Std Dev,Smax,Smin,Srange,Margin Mean,Margin Std Dev,Mmax,Mmin,Mrange,Length Mean,Length Std Dev,Lmax,Lmin,Lrange
cheyenne_transporter_18860304_7_clean_true.jpg,43.2341269841,41.5359863579,1430,1016,0,17.6657681941,23.06492391,138,1,137,30.9603174603,46.3396316563,144,4,140,0,0,0,0,0
cheyenne_transporter_18860626_3_clean_false.jpg,46.496031746,61.6445491509,1368,626,0,13.4927007299,4.9080915618,22,5,17,23.1071428571,52.527088589,144,0,144,106.3017241379,73.0545579549,144,0,144
cheyenne_transporter_18860626_3_clean_true.jpg,61.619047619,54.5544755279,2332,2244,0,13.3419689119,8.1011193661,54,5,49,36.5515873016,54.8221148098,144,0,144,39.6594827586,58.1957927899,144,0,144
cleveland_morning_leader_18621125_1_clean_true.jpg,36.4246031746,23.2169400773,890,640,0,15.218579235,21.982389478,115,5,110,7.5079365079,21.3903880013,144,0,144,49.1206896552,59.5134965756,136,0,136
columbia_herald_18691015_4_clean_true.jpg,2.3015873016,18.143583228,290,288,0,0,0,-2147483648,2147483647,1,2.2857142857,18.0184550678,144,0,144,144,67.8822509939,144,144,0
daily_dispatch_18580907_2_clean_true.jpg,22.5714285714,21.1864935492,676,288,0,25.2243589744,41.7970637108,163,5,158,2.2857142857,18.0184550678,144,0,144,126.7672413793,60.9674550934,144,91,53
daily_empire_18660926_2_false.jpg,15.9523809524,37.2305479764,1046,894,0,7.8905660377,5.0655426482,21,5,16,8.2857142857,29.9094492405,144,0,144,117.7887931034,72.5031974824,144,0,144
daily_globe_18781117_2_clean_true.jpg,21.2896825397,51.9471218534,1740,1728,0,6.25,1.0897247359,8,5,3,21.1428571429,51.5888658406,144,0,144,128.4827586207,74.1880870552,144,0,144
daily_globe_18781117_2_false.jpg,2.3015873016,18.143583228,290,288,0,0,0,-2147483648,2147483647,1,2.2857142857,18.0184550678,144,0,144,144,67.8822509939,144,144,0
daily_globe_18781117_3_clean_false.jpg,14.7896825397,40.7721262708,1016,288,0,8.8861111111,1.2160164422,11,7,4,2.2857142857,18.0184550678,144,0,144,129.75,71.8843040907,144,5,139
daily_globe_18830814_3_false.jpg,20.7142857143,51.3399179198,2030,2016,0,5.3333333333,0.4714045208,6,5,1,20.5714285714,50.9858495204,144,0,144,124.1379310345,75.4615490707,144,0,144
daily_globe_18830822_7_clean_false.jpg,51.2777777778,54.0001959628,2120,866,0,9.5798045603,5.644786047,91,5,86,15.8333333333,43.3218849346,144,0,144,93.1206896552,69.6013176027,138,0,138
daily_globe_18830822_7_true.jpg,63.7023809524,49.0559463078,2024,2026,0,12.547979798,14.2826878663,143,5,138,39.1111111111,54.9692314128,144,4,140,0,0,0,0,0
daily_globe_18830915_5_false.jpg,64.8253968254,65.2355400297,2674,3160,0,9.8972667295,8.1625684169,51,3,48,47.123015873,69.2302351889,144,0,144,98.349137931,71.9313959978,144,0,144
